OCC_CODE,Occupation title,Level,Employed,Employment relative standard error,Hourly mean wage,Annual Mean wage,Mean wage RSE,Hourly Median wage,Annual median wage
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,"55,200",3,30.46,"63,350",0.6,29.81,"62,010"
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,"23,070",3.2,39.98,"83,150",0.8,41.03,"85,340"
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,"10,230",10.4,19.83,"41,250",2.4,19.02,"39,570"
49-2097,Audiovisual Equipment Installers and Repairers,detailed,"25,760",5.6,21.57,"44,850",1.6,19.93,"41,460"
49-2098,Security and Fire Alarm Systems Installers,detailed,"68,920",2.8,25.07,"52,150",0.7,24.49,"50,940"
49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",minor,"1,553,160",0.5,23.76,"49,420",0.3,22.37,"46,530"
49-3010,Aircraft Mechanics and Service Technicians,broad,"128,300",1.9,33.19,"69,040",0.9,31.94,"66,440"
49-3011,Aircraft Mechanics and Service Technicians,detailed,"128,300",1.9,33.19,"69,040",0.9,31.94,"66,440"
49-3020,Automotive Technicians and Repairers,broad,"775,710",0.6,22.63,"47,060",0.3,21.19,"44,080"
49-3021,Automotive Body and Related Repairers,detailed,"137,120",1.4,23.77,"49,430",0.7,21.8,"45,350"
49-3022,Automotive Glass Installers and Repairers,detailed,"18,490",6.5,19.07,"39,660",1.8,18.13,"37,710"
49-3023,Automotive Service Technicians and Mechanics,detailed,"620,110",0.8,22.48,"46,760",0.3,21.18,"44,050"
49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,broad,"253,010",1.1,25.04,"52,090",0.4,24.13,"50,200"
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,"253,010",1.1,25.04,"52,090",0.4,24.13,"50,200"
49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,broad,"205,720",1.3,26.5,"55,110",0.4,25.66,"53,370"
49-3041,Farm Equipment Mechanics and Service Technicians,detailed,"35,720",2.3,21.81,"45,350",0.7,21.09,"43,880"
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,"147,680",1.5,27.4,"57,000",0.5,26.61,"55,350"
49-3043,Rail Car Repairers,detailed,"22,310",5.4,28.01,"58,250",2,27.74,"57,710"
49-3050,Small Engine Mechanics,broad,"65,430",2.2,19.88,"41,360",0.6,18.76,"39,020"
49-3051,Motorboat Mechanics and Service Technicians,detailed,"20,440",4.5,21.87,"45,490",1.2,20.83,"43,320"
49-3052,Motorcycle Mechanics,detailed,"13,490",4.8,19.42,"40,390",1.1,18.28,"38,010"
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,"31,500",3.1,18.79,"39,090",0.7,18.04,"37,530"
49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",broad,"124,990",2.4,16.06,"33,400",0.5,14.91,"31,010"
49-3091,Bicycle Repairers,detailed,"11,290",8.6,16.12,"33,530",1.7,15.69,"32,630"
49-3092,Recreational Vehicle Service Technicians,detailed,"15,150",5.2,21.05,"43,790",1.2,19.48,"40,520"
49-3093,Tire Repairers and Changers,detailed,"98,560",2.7,15.28,"31,790",0.6,14.45,"30,060"
49-9000,"Other Installation, Maintenance, and Repair Occupations",minor,"2,932,770",0.4,23.87,"49,650",0.2,22.26,"46,290"
49-9010,Control and Valve Installers and Repairers,broad,"73,340",3,27.46,"57,120",1,25.27,"52,560"
49-9011,Mechanical Door Repairers,detailed,"22,680",5.6,21.8,"45,350",1.2,20.78,"43,220"
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,"50,660",3.7,30,"62,400",1.2,29.13,"60,580"
49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",broad,"344,020",1.3,25.68,"53,410",0.5,24.32,"50,590"
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,"344,020",1.3,25.68,"53,410",0.5,24.32,"50,590"
49-9030,Home Appliance Repairers,broad,"27,640",4.3,21.06,"43,810",1.1,20,"41,610"
49-9031,Home Appliance Repairers,detailed,"27,640",4.3,21.06,"43,810",1.1,20,"41,610"
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",broad,"496,380",0.8,27.3,"56,790",0.2,26.4,"54,920"
49-9041,Industrial Machinery Mechanics,detailed,"385,980",0.9,27.57,"57,350",0.2,26.68,"55,490"
49-9043,"Maintenance Workers, Machinery",detailed,"65,240",1.6,24.98,"51,960",0.5,24.08,"50,100"
49-9044,Millwrights,detailed,"44,400",3.2,28.4,"59,080",0.8,27.53,"57,260"
49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,760,16.6,26.48,"55,080",2.6,26.26,"54,610"
49-9050,Line Installers and Repairers,broad,"237,420",1.7,32.66,"67,940",0.6,32.71,"68,030"
49-9051,Electrical Power-Line Installers and Repairers,detailed,"114,930",1.7,35.78,"74,410",0.6,36.07,"75,030"
49-9052,Telecommunications Line Installers and Repairers,detailed,"122,480",2.9,29.74,"61,860",1.1,28.3,"58,870"
49-9060,Precision Instrument and Equipment Repairers,broad,"71,430",2.3,25.88,"53,830",0.6,24.4,"50,740"
49-9061,Camera and Photographic Equipment Repairers,detailed,"3,320",10.6,20.55,"42,740",2.1,19.39,"40,330"
49-9062,Medical Equipment Repairers,detailed,"48,510",2.8,26.49,"55,090",0.7,24.81,"51,610"
49-9063,Musical Instrument Repairers and Tuners,detailed,"7,070",7.1,19.12,"39,770",1.5,17.7,"36,810"
49-9064,Watch and Clock Repairers,detailed,"2,430",14.1,23.35,"48,560",5.8,21.77,"45,290"
49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,"10,100",4.4,30.05,"62,500",1.2,29.53,"61,420"
49-9070,"Maintenance and Repair Workers, General",broad,"1,357,630",0.5,21.05,"43,790",0.2,19.64,"40,850"
49-9071,"Maintenance and Repair Workers, General",detailed,"1,357,630",0.5,21.05,"43,790",0.2,19.64,"40,850"
49-9080,Wind Turbine Service Technicians,broad,"5,860",11.1,28.53,"59,340",1.5,27.03,"56,230"
49-9081,Wind Turbine Service Technicians,detailed,"5,860",11.1,28.53,"59,340",1.5,27.03,"56,230"
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",broad,"319,050",1.3,20.91,"43,490",0.4,18.8,"39,100"
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,"25,080",3.2,19.09,"39,710",1.4,18.07,"37,580"
49-9092,Commercial Divers,detailed,"3,460",13.8,34.54,"71,850",5.8,26.35,"54,800"
49-9094,Locksmiths and Safe Repairers,detailed,"16,180",6.1,22.23,"46,240",1.2,21,"43,690"
49-9095,Manufactured Building and Mobile Home Installers,detailed,"2,900",10.1,17.48,"36,360",2.1,16.89,"35,120"
49-9096,Riggers,detailed,"21,700",4.4,25.49,"53,020",1.2,24.45,"50,850"
49-9097,Signal and Track Switch Repairers,detailed,"7,250",7.8,36.53,"75,970",2.7,36.64,"76,210"
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,"91,430",2,16.33,"33,960",0.5,15.27,"31,760"
49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,"151,050",2.1,22.19,"46,160",0.6,20.42,"42,480"
51-0000,Production Occupations,major,"8,519,410",0.3,20.08,"41,760",0.2,18,"37,440"
51-1000,Supervisors of Production Workers,minor,"599,900",0.4,32.12,"66,800",0.2,30.22,"62,850"
51-1010,First-Line Supervisors of Production and Operating Workers,broad,"599,900",0.4,32.12,"66,800",0.2,30.22,"62,850"
51-1011,First-Line Supervisors of Production and Operating Workers,detailed,"599,900",0.4,32.12,"66,800",0.2,30.22,"62,850"
51-2000,Assemblers and Fabricators,minor,"1,724,470",0.8,18.05,"37,550",0.4,16.81,"34,970"
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",broad,"38,460",2.9,26.69,"55,510",2.3,25.56,"53,160"
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,"38,460",2.9,26.69,"55,510",2.3,25.56,"53,160"
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",broad,"296,380",1.5,18.66,"38,810",0.9,17.53,"36,460"
51-2021,"Coil Winders, Tapers, and Finishers",detailed,"12,580",6.1,19.37,"40,280",1.9,18.26,"37,970"
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,"283,800",1.6,18.63,"38,750",0.9,17.49,"36,390"
51-2030,Engine and Other Machine Assemblers,broad,"41,510",5.3,22.69,"47,190",1.8,22,"45,770"
51-2031,Engine and Other Machine Assemblers,detailed,"41,510",5.3,22.69,"47,190",1.8,22,"45,770"
51-2040,Structural Metal Fabricators and Fitters,broad,"69,550",2.7,21.51,"44,750",1,20.09,"41,780"
51-2041,Structural Metal Fabricators and Fitters,detailed,"69,550",2.7,21.51,"44,750",1,20.09,"41,780"
51-2050,Fiberglass Laminators and Fabricators,broad,"18,800",5.7,18.41,"38,280",1.2,17.76,"36,950"
51-2051,Fiberglass Laminators and Fabricators,detailed,"18,800",5.7,18.41,"38,280",1.2,17.76,"36,950"
51-2060,Timing Device Assemblers and Adjusters,broad,"1,000",14.5,18.96,"39,430",4.9,17.39,"36,170"
51-2061,Timing Device Assemblers and Adjusters,detailed,"1,000",14.5,18.96,"39,430",4.9,17.39,"36,170"
51-2090,Miscellaneous Assemblers and Fabricators,broad,"1,258,780",0.9,17.3,"35,980",0.4,16.13,"33,550"
51-2090,Miscellaneous Assemblers and Fabricators,detailed,"1,258,780",0.9,17.3,"35,980",0.4,16.13,"33,550"
51-3000,Food Processing Workers,minor,"777,500",1.1,15.69,"32,640",0.3,14.88,"30,960"
51-3010,Bakers,broad,"168,890",1.9,14.93,"31,060",0.5,14.13,"29,400"
51-3011,Bakers,detailed,"168,890",1.9,14.93,"31,060",0.5,14.13,"29,400"
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",broad,"367,970",1.9,15.56,"32,370",0.5,14.94,"31,080"
51-3021,Butchers and Meat Cutters,detailed,"142,220",3,16.65,"34,630",0.8,15.82,"32,900"
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,"147,760",3.2,14.81,"30,800",0.9,14.51,"30,190"
51-3023,Slaughterers and Meat Packers,detailed,"77,980",3.3,15,"31,210",0.8,14.76,"30,710"
51-3090,Miscellaneous Food Processing Workers,broad,"240,640",1.6,16.43,"34,170",0.4,15.36,"31,950"
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,"19,010",4.4,17.01,"35,370",1.6,15.62,"32,480"
51-3092,Food Batchmakers,detailed,"153,270",2,16.81,"34,970",0.6,15.72,"32,710"
51-3093,Food Cooking Machine Operators and Tenders,detailed,"26,530",4.4,16.43,"34,180",0.9,15.87,"33,010"
51-3099,"Food Processing Workers, All Other",detailed,"41,840",3.6,14.75,"30,680",0.6,14.24,"29,620"
51-4000,Metal Workers and Plastic Workers,minor,"1,691,060",0.5,20.93,"43,540",0.2,19.6,"40,770"
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"117,530",2.2,19.86,"41,310",0.8,18.96,"39,430"
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"69,300",2.7,18.75,"38,990",0.7,18.05,"37,530"
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"13,730",4.9,20.9,"43,480",1.6,19.92,"41,430"
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"34,500",4.9,21.69,"45,110",1.4,20.96,"43,600"
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",broad,"297,430",1.2,18.99,"39,500",0.4,18.07,"37,590"
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"179,300",1.6,18.58,"38,650",0.6,17.78,"36,980"
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"9,090",6,20.58,"42,800",1.7,19.13,"39,780"
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"69,570",2.4,18.65,"38,800",0.5,17.73,"36,880"
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"23,710",3.8,20.72,"43,100",0.8,19.9,"41,380"
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"15,760",5.2,21.6,"44,920",1.5,20.74,"43,150"
51-4040,Machinists,broad,"360,340",1.2,22.98,"47,800",0.4,22.04,"45,840"
51-4041,Machinists,detailed,"360,340",1.2,22.98,"47,800",0.4,22.04,"45,840"
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",broad,"22,490",4.2,21.57,"44,860",1.1,20.67,"43,000"
51-4051,Metal-Refining Furnace Operators and Tenders,detailed,"15,290",5.1,22.12,"46,000",1.4,21.45,"44,610"
51-4052,"Pourers and Casters, Metal",detailed,"7,200",6.4,20.41,"42,440",1.4,19.31,"40,170"
51-4060,"Model Makers and Patternmakers, Metal and Plastic",broad,"5,800",5.7,26.26,"54,630",1.6,24.83,"51,650"
51-4061,"Model Makers, Metal and Plastic",detailed,"3,400",7.7,27.97,"58,180",2.2,26.33,"54,780"
51-4062,"Patternmakers, Metal and Plastic",detailed,"2,400",8.4,23.83,"49,570",2.2,23.16,"48,160"
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"171,110",1.9,17.4,"36,190",0.5,16.14,"33,560"
51-4071,Foundry Mold and Coremakers,detailed,"16,090",6.3,18.45,"38,370",1.4,17.86,"37,140"
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"155,020",1.9,17.29,"35,960",0.5,15.91,"33,100"
51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",broad,"134,660",2,19.13,"39,800",1,18.03,"37,510"
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"134,660",2,19.13,"39,800",1,18.03,"37,510"
51-4110,Tool and Die Makers,broad,"61,190",2.1,26.69,"55,520",0.5,26.33,"54,760"
51-4111,Tool and Die Makers,detailed,"61,190",2.1,26.69,"55,520",0.5,26.33,"54,760"
51-4120,"Welding, Soldering, and Brazing Workers",broad,"430,700",0.9,22.25,"46,280",0.3,21.05,"43,790"
51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,"397,550",0.9,22.45,"46,690",0.3,21.25,"44,190"
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,"33,150",3.1,19.86,"41,320",1.2,18.95,"39,410"
51-4190,Miscellaneous Metal Workers and Plastic Workers,broad,"89,810",2.1,19.26,"40,060",0.7,17.89,"37,210"
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,"16,550",3.7,20.04,"41,680",1.2,19,"39,530"
51-4192,"Layout Workers, Metal and Plastic",detailed,"7,570",4.4,24.51,"50,980",1.8,25.14,"52,300"
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"38,470",3.3,17.76,"36,950",0.7,16.75,"34,850"
51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,"6,080",12.1,21,"43,670",1.6,19.74,"41,060"
51-4199,"Metal Workers and Plastic Workers, All Other",detailed,"21,140",5,18.98,"39,490",1.3,17.08,"35,520"
51-5100,Printing Workers,minor,"230,720",1.2,19.18,"39,890",0.5,18.08,"37,600"
51-5110,Printing Workers,broad,"230,720",1.2,19.18,"39,890",0.5,18.08,"37,600"
51-5111,Prepress Technicians and Workers,detailed,"28,010",3,20.85,"43,370",1,19.91,"41,410"
51-5112,Printing Press Operators,detailed,"160,270",1.4,19.32,"40,200",0.5,18.21,"37,880"
51-5113,Print Binding and Finishing Workers,detailed,"42,450",3,17.51,"36,430",0.8,16.47,"34,260"
51-6000,"Textile, Apparel, and Furnishings Workers",minor,"491,520",0.9,14.38,"29,920",0.3,13.47,"28,020"
51-6010,Laundry and Dry-Cleaning Workers,broad,"179,890",1.3,12.79,"26,600",0.4,12.24,"25,470"
51-6011,Laundry and Dry-Cleaning Workers,detailed,"179,890",1.3,12.79,"26,600",0.4,12.24,"25,470"
51-6020,"Pressers, Textile, Garment, and Related Materials",broad,"31,980",4,12.53,"26,050",0.8,12.3,"25,580"
51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,"31,980",4,12.53,"26,050",0.8,12.3,"25,580"
51-6030,Sewing Machine Operators,broad,"116,520",1.9,14.14,"29,420",0.5,13.57,"28,230"
51-6031,Sewing Machine Operators,detailed,"116,520",1.9,14.14,"29,420",0.5,13.57,"28,230"
51-6040,Shoe and Leather Workers,broad,"11,450",9.1,15.12,"31,460",1.4,14.7,"30,580"
51-6041,Shoe and Leather Workers and Repairers,detailed,"7,380",9.3,15.13,"31,480",1.3,14.69,"30,550"
51-6042,Shoe Machine Operators and Tenders,detailed,"4,080",19,15.11,"31,430",2.2,14.72,"30,630"
51-6050,"Tailors, Dressmakers, and Sewers",broad,"24,260",5.5,16.97,"35,300",1.4,15.44,"32,120"
51-6051,"Sewers, Hand",detailed,"3,410",10,14.8,"30,790",1.9,14.42,"30,000"
51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,"20,860",6.1,17.33,"36,040",1.6,15.69,"32,640"
51-6060,"Textile Machine Setters, Operators, and Tenders",broad,"64,220",2.4,15.33,"31,900",0.7,14.75,"30,680"
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,"7,260",7.6,15.19,"31,600",1.1,14.55,"30,260"
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,"12,650",4.9,14.85,"30,890",1.1,14.38,"29,910"
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,"18,830",4.2,15.56,"32,370",1.2,14.95,"31,090"
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,"25,480",3.5,15.45,"32,130",1,14.85,"30,890"
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",broad,"63,200",3.3,18.22,"37,890",0.9,16.69,"34,720"
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,"15,840",5.9,18.83,"39,170",1.3,17.87,"37,160"
51-6092,Fabric and Apparel Patternmakers,detailed,"4,670",13.3,27.83,"57,880",3.8,23.88,"49,680"
51-6093,Upholsterers,detailed,"26,180",3.8,18.21,"37,870",0.9,17.43,"36,250"
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,"16,510",7.8,14.94,"31,070",2.1,13.77,"28,650"
51-7000,Woodworkers,minor,"240,750",1.3,17.24,"35,850",0.4,16.25,"33,800"
51-7010,Cabinetmakers and Bench Carpenters,broad,"93,300",2.2,18.7,"38,900",0.7,17.65,"36,710"
51-7011,Cabinetmakers and Bench Carpenters,detailed,"93,300",2.2,18.7,"38,900",0.7,17.65,"36,710"
51-7020,Furniture Finishers,broad,"15,590",3.9,16.84,"35,040",0.9,15.85,"32,970"
51-7021,Furniture Finishers,detailed,"15,590",3.9,16.84,"35,040",0.9,15.85,"32,970"
51-7030,"Model Makers and Patternmakers, Wood",broad,990,25.4,29.93,"62,250",2.4,30.88,"64,240"
51-7031,"Model Makers, Wood",detailed,800,31.1,30.1,"62,600",2.5,30.79,"64,050"
51-7032,"Patternmakers, Wood",detailed,190,17.9,29.21,"60,750",4.7,31.31,"65,120"
51-7040,"Woodworking Machine Setters, Operators, and Tenders",broad,"123,560",1.7,16.08,"33,440",0.5,15.35,"31,920"
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,"48,400",2.5,16.01,"33,290",0.6,15.17,"31,560"
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,"75,160",2.1,16.13,"33,540",0.6,15.46,"32,160"
51-7090,Miscellaneous Woodworkers,broad,"7,300",6.7,17.17,"35,710",1.5,16.17,"33,630"
51-7099,"Woodworkers, All Other",detailed,"7,300",6.7,17.17,"35,710",1.5,16.17,"33,630"
51-8000,Plant and System Operators,minor,"297,000",1.1,31.48,"65,490",0.4,30.07,"62,540"
51-8010,"Power Plant Operators, Distributors, and Dispatchers",broad,"48,210",2.4,41.69,"86,720",0.5,42.83,"89,090"
51-8011,Nuclear Power Reactor Operators,detailed,"5,310",5.8,50.23,"104,470",1.1,50.02,"104,040"
51-8012,Power Distributors and Dispatchers,detailed,"9,940",3.7,44.84,"93,260",0.7,45.72,"95,100"
51-8013,Power Plant Operators,detailed,"32,960",3.1,39.37,"81,890",0.6,40.7,"84,650"
51-8020,Stationary Engineers and Boiler Operators,broad,"29,550",2.2,32.77,"68,170",1,31.09,"64,680"
51-8021,Stationary Engineers and Boiler Operators,detailed,"29,550",2.2,32.77,"68,170",1,31.09,"64,680"
51-8030,Water and Wastewater Treatment Plant and System Operators,broad,"119,380",1.1,24.95,"51,890",0.5,23.6,"49,090"
51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,"119,380",1.1,24.95,"51,890",0.5,23.6,"49,090"
51-8090,Miscellaneous Plant and System Operators,broad,"99,870",2.6,33.99,"70,700",0.7,34.04,"70,800"
51-8091,Chemical Plant and System Operators,detailed,"29,710",5.9,31.47,"65,460",1.4,31.71,"65,960"
51-8092,Gas Plant Operators,detailed,"14,990",4.8,35.24,"73,290",1.1,35.08,"72,970"
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,"40,480",4.2,37.31,"77,610",1.1,37.9,"78,840"
51-8099,"Plant and System Operators, All Other",detailed,"14,680",4.2,28.65,"59,600",0.9,28.35,"58,960"
51-9000,Other Production Occupations,minor,"2,466,480",0.5,19.48,"40,510",0.2,17.89,"37,200"
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",broad,"141,000",2.1,24.58,"51,120",0.7,23.02,"47,880"
51-9011,Chemical Equipment Operators and Tenders,detailed,"93,060",2.8,25.64,"53,330",0.8,24.29,"50,510"
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,"47,930",2.9,22.52,"46,850",1,20.72,"43,100"
51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",broad,"172,710",1.8,19.28,"40,110",0.4,18.2,"37,860"
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,"32,460",2.9,19.85,"41,290",0.7,18.93,"39,370"
51-9022,"Grinding and Polishing Workers, Hand",detailed,"24,050",4,16.53,"34,380",0.9,15.26,"31,750"
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,"116,190",2.4,19.69,"40,960",0.5,18.6,"38,690"
51-9030,Cutting Workers,broad,"60,740",2.3,18.12,"37,690",0.5,17.46,"36,320"
51-9031,"Cutters and Trimmers, Hand",detailed,"7,980",5.6,16.44,"34,190",1.2,15.21,"31,630"
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,"52,760",2.5,18.37,"38,220",0.5,17.78,"36,980"
51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",broad,"63,730",2.4,18.48,"38,440",0.7,17.58,"36,560"
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,"63,730",2.4,18.48,"38,440",0.7,17.58,"36,560"
51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",broad,"16,880",3.4,20.15,"41,910",0.8,19.56,"40,670"
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,"16,880",3.4,20.15,"41,910",0.8,19.56,"40,670"
51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",broad,"549,200",0.7,21.43,"44,580",0.4,19.45,"40,460"
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,"549,200",0.7,21.43,"44,580",0.4,19.45,"40,460"
51-9070,Jewelers and Precious Stone and Metal Workers,broad,"18,650",4.6,23.1,"48,050",2.5,20.14,"41,900"
51-9071,Jewelers and Precious Stone and Metal Workers,detailed,"18,650",4.6,23.1,"48,050",2.5,20.14,"41,900"
51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,broad,"70,650",2.2,20.25,"42,130",0.7,18.57,"38,620"
51-9081,Dental Laboratory Technicians,detailed,"30,800",3.1,21.75,"45,230",1,20.24,"42,110"
51-9082,Medical Appliance Technicians,detailed,"13,710",5.1,21.94,"45,630",1.2,20.07,"41,750"
51-9083,Ophthalmic Laboratory Technicians,detailed,"26,140",4.4,17.62,"36,640",1,16.56,"34,440"
51-9110,Packaging and Filling Machine Operators and Tenders,broad,"370,910",1.3,16.94,"35,220",0.4,15.69,"32,640"
51-9111,Packaging and Filling Machine Operators and Tenders,detailed,"370,910",1.3,16.94,"35,220",0.4,15.69,"32,640"
51-9120,Painting Workers,broad,"149,370",1.4,20.08,"41,770",0.5,18.63,"38,740"
51-9123,"Painting, Coating, and Decorating Workers",detailed,"11,860",4.1,18.05,"37,540",1.2,16.72,"34,780"
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,"137,510",1.5,20.26,"42,140",0.6,18.78,"39,060"
51-9140,Semiconductor Processing Technicians,broad,"31,080",7.5,21.74,"45,210",2.5,19.47,"40,500"
51-9141,Semiconductor Processing Technicians,detailed,"31,080",7.5,21.74,"45,210",2.5,19.47,"40,500"
51-9150,Photographic Process Workers and Processing Machine Operators,broad,"8,880",8.2,18.94,"39,390",1.6,16.69,"34,720"
51-9151,Photographic Process Workers and Processing Machine Operators,detailed,"8,880",8.2,18.94,"39,390",1.6,16.69,"34,720"
51-9160,Computer Numerically Controlled Tool Operators and Programmers,broad,"174,650",1.5,22.47,"46,740",0.4,21.26,"44,210"
51-9161,Computer Numerically Controlled Tool Operators,detailed,"149,120",1.6,21.3,"44,300",0.5,20.32,"42,260"
51-9162,Computer Numerically Controlled Tool Programmers,detailed,"25,530",2.9,29.33,"61,010",0.8,27.76,"57,740"
51-9190,Miscellaneous Production Workers,broad,"638,030",1,17.15,"35,660",0.3,15.67,"32,580"
51-9191,Adhesive Bonding Machine Operators and Tenders,detailed,"12,400",4,18.1,"37,640",1.2,17.44,"36,280"
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,"14,060",3.4,16.64,"34,600",0.8,15.49,"32,230"
51-9193,Cooling and Freezing Equipment Operators and Tenders,detailed,"8,020",4.5,19.05,"39,610",1.1,18.1,"37,650"
51-9194,Etchers and Engravers,detailed,"9,490",7.4,16.94,"35,230",2.1,15.28,"31,790"
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,"41,660",3.1,17.97,"37,370",0.8,17.04,"35,440"
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed,"99,890",2.5,19.94,"41,480",0.9,19.15,"39,820"
51-9197,Tire Builders,detailed,"18,820",6.3,22.11,"45,980",1.9,22.25,"46,270"
51-9198,Helpers--Production Workers,detailed,"239,340",1.7,15.39,"32,000",0.4,14.66,"30,500"
51-9199,"Production Workers, All Other",detailed,"194,360",2.1,17.13,"35,620",0.6,15.1,"31,420"
53-0000,Transportation and Material Moving Occupations,major,"12,163,360",0.3,19.08,"39,680",0.3,16.38,"34,080"
53-1000,Supervisors of Transportation and Material Moving Workers,minor,"487,450",0.6,28.04,"58,330",0.2,26.37,"54,840"
53-1040,First-Line Supervisors of Transportation and Material Moving Workers,broad,"487,450",0.6,28.04,"58,330",0.2,26.37,"54,840"
